Company,Location,Industry,Date,Total Employees,Laid Off,Percentage,Department,Funds Raised,Stage
Meta,Seattle,Cloud,2024-02-24,36258,295.0,0.81,Engineering,,Series A
Amazon,,E-commerce,2021-06-03,23908,848.0,3.55,Operations,Not specified,Private
Company27,USA,E-commerce,2025-03-02,49381,3336.0,6.76,Finance,100M,Public
Company34,,Social Media,2023-01-06,41399,,,Marketing,,IPO
Microsoft,San Francisco,Entertainment,2024-04-22,7590,500.0,6.59,Design,,Private
Shopify,India,Software,2023-03-26,24723,84.0,0.34,Design,1B,Series A
Company28,,Automotive,2021-09-15,17184,851.0,4.95,Finance,500M,Private
Twitter,France,Cloud,2025-08-17,16090,527.0,3.28,Engineering,,Public
Company19,India,Hardware,2022-03-28,6362,68.0,1.07,Operations,Not specified,Public
Company31,Seattle,Cloud,2020-05-26,22269,1164.0,5.23,Marketing,500M,Private
Company37,France,Cloud,2024-07-15,49575,4089.0,8.25,Operations,2B,Public
Company14,USA,Entertainment,2025-04-30,19443,,,Sales,Not specified,IPO
Company22,New York,Automotive,2023-04-30,42894,84.0,0.2,Finance,1B,IPO
Airbnb,USA,E-commerce,2021-07-04,15692,1056.0,6.73,Marketing,5B+,Private
Company2,France,Social Media,2021-08-31,34782,879.0,2.53,Marketing,2B,Public
Company3,Canada,Social Media,2024-11-29,5090,379.0,7.45,Design,100M,Public
Company33,United States,E-commerce,2022-10-13,22021,1299.0,5.9,Sales,500M,Series A
Company32,France,Cloud,2023-04-24,14346,639.0,4.45,Sales,500M,Private
Company36,London,Entertainment,2023-04-07,18752,1762.0,9.4,Product,2B,Private
Meta,UK,Software,2021-08-11,1442,77.0,5.34,Design,500M,Private
Company12,Germany,Entertainment,2024-06-20,48431,99.0,0.2,Engineering,Not specified,Series A
Company33,Canada,Hardware,2020-07-13,12406,873.0,7.04,HR,Not specified,Series A
Company7,London,E-commerce,2020-03-31,31431,1459.0,4.64,Design,Not specified,Private
Uber,Germany,Entertainment,2020-07-21,37766,2480.0,6.57,Design,1B,Private
Uber,India,Social Media,2022-02-08,34593,386.0,1.12,Product,Not specified,Public
Company31,Germany,Cloud,2024-12-04,42029,,,Sales,,IPO
Stripe,Seattle,Social Media,2021-07-09,38279,1016.0,2.65,Operations,100M,Series A
Company30,United States,Fintech,2022-07-07,6328,621.0,9.81,Finance,Not specified,Private
Company28,,Fintech,2020-12-08,23516,2036.0,8.66,HR,5B+,Public
Tesla,UK,E-commerce,2021-05-03,41818,1435.0,3.43,Sales,,Series A
Netflix,Seattle,Automotive,2023-03-30,26757,1449.0,5.42,Design,Not specified,Public
Company40,UK,Automotive,2020-09-27,45291,1997.0,4.41,Marketing,2B,IPO
Company50,San Francisco,Entertainment,2021-10-12,27804,278.0,1.0,Marketing,500M,IPO
Company37,France,Automotive,2022-06-02,11967,37.0,0.31,Product,2B,Private
Company50,,Software,2021-03-30,36550,14.0,0.04,HR,1B,Private
Company25,,E-commerce,2025-12-27,2373,175.0,7.37,Product,2B,IPO
Company26,UK,Automotive,2022-02-25,3913,175.0,4.47,HR,,Public
Netflix,France,Software,2024-01-18,22159,1735.0,7.83,Marketing,,IPO
Company29,France,Cloud,2023-06-02,3355,357.0,10.64,Sales,1B,IPO
Company27,India,Automotive,2023-03-05,36788,1674.0,4.55,Product,500M,Series A
Nvidia,India,E-commerce,2024-04-22,30488,2768.0,9.08,Design,5B+,Public
Company19,New York,Software,2022-10-28,4258,213.0,5.0,Operations,Not specified,IPO
Company36,London,E-commerce,2024-10-23,8056,715.0,8.88,HR,2B,IPO
Company31,UK,Hardware,2023-12-29,21169,1134.0,5.36,Marketing,500M,IPO
Company5,,Entertainment,2025-03-21,23495,1309.0,5.57,Product,5B+,Public
Company8,Canada,Entertainment,2025-08-10,28213,116.0,0.41,Design,2B,Public
Company48,Canada,E-commerce,2022-03-18,6380,419.0,6.57,HR,Not specified,Public
Google,San Francisco,Fintech,2023-02-10,24461,2412.0,9.86,Design,5B+,Series A
Company46,US,Social Media,2022-06-02,38049,1599.0,4.2,Marketing,500M,IPO
Salesforce,US,Hardware,2020-11-06,49581,3543.0,7.15,Sales,1B,Series A
Zoom,India,E-commerce,2022-07-31,41225,1364.0,3.31,Operations,1B,IPO
Company16,London,Hardware,2023-09-20,7125,456.0,6.4,Operations,2B,Series A
Company33,San Francisco,E-commerce,2020-01-16,18613,1138.0,6.11,HR,2B,Private
Company43,Germany,Entertainment,2024-07-31,12672,332.0,2.62,Finance,1B,IPO
Company25,US,Entertainment,2024-11-16,22662,1235.0,5.45,Sales,1B,Private
Company33,Seattle,Entertainment,2023-08-25,10819,487.0,4.5,Operations,5B+,IPO
Company26,UK,Cloud,2022-08-25,20667,455.0,2.2,Sales,1B,Private
Company29,UK,E-commerce,2020-09-07,20920,,,Product,500M,Private
Company29,,Fintech,2022-04-23,43348,3283.0,7.57,Marketing,,Public
Company38,Seattle,Fintech,2021-04-22,3423,47.0,1.37,Engineering,Not specified,IPO
Company1,US,E-commerce,2021-09-11,18467,776.0,4.2,Marketing,1B,Private
Microsoft,India,Cloud,2025-08-05,36999,2314.0,6.25,Marketing,1B,IPO
Company17,India,Cloud,2025-08-08,32913,2569.0,7.81,Marketing,5B+,Public
Company3,United States,Fintech,2025-04-16,42062,2756.0,6.55,Marketing,500M,Series A
Company37,US,Social Media,2022-10-17,44420,4274.0,9.62,Engineering,Not specified,IPO
Company43,UK,Entertainment,2022-12-27,43961,3887.0,8.84,Operations,500M,Public
Stripe,Germany,Software,2022-10-27,27246,529.0,1.94,HR,100M,IPO
Company34,USA,Automotive,2024-04-14,3550,212.0,5.97,Product,,Public
Company35,London,Social Media,2023-03-26,44675,,,HR,Not specified,Series A
Company39,UK,Software,2021-10-28,4346,220.0,5.06,Sales,500M,Series A
Company4,US,Software,10/07/2020,5558,113.0,2.03,Finance,,Series A
Company48,,Automotive,2023-09-19,13402,990.0,7.39,Product,500M,IPO
Company27,London,Software,2020-10-20,19423,,,Finance,,IPO
Company28,Germany,Fintech,2023-03-23,31255,1318.0,4.22,Marketing,100M,IPO
Company34,United States,Hardware,2023-09-01,49764,,,Marketing,,Public
Company9,USA,Cloud,2022-11-06,9007,693.0,7.69,Product,Not specified,Public
Airbnb,London,Cloud,2025-12-01,42534,3940.0,9.26,Marketing,2B,Private
Company31,India,Entertainment,2022-02-18,29000,,,Engineering,100M,Series A
Company15,UK,E-commerce,2024-01-21,29610,525.0,1.77,HR,5B+,IPO
Twitter,,Hardware,2022-01-23,3040,86.0,2.83,Sales,5B+,IPO
Company11,France,Hardware,2020-07-05,43616,,,Design,,Public
Meta,Canada,Entertainment,2025-02-10,4974,79.0,1.59,Operations,,Private
Intel,,E-commerce,2020-02-08,3696,427.0,11.55,HR,5B+,IPO
Company5,USA,E-commerce,2024-04-20,25783,,,HR,,Public
Company38,US,E-commerce,02/10/2024,35307,1612.0,4.57,HR,1B,Public
Company31,United States,Software,2022-11-07,12440,425.0,3.42,HR,500M,Series A
Google,,Fintech,2023-12-20,46357,2950.0,6.36,HR,5B+,Series A
Company44,,E-commerce,2025-06-14,45271,186.0,0.41,Finance,Not specified,IPO
Company29,,E-commerce,2025-07-01,40945,1850.0,4.52,Marketing,100M,IPO
Company7,San Francisco,Social Media,2021-06-13,22554,384.0,1.7,Operations,500M,IPO
Company30,USA,Cloud,2024-10-10,3812,200.0,5.25,Design,5B+,Series A
Company42,Germany,Software,2022-08-01,48680,2256.0,4.63,Sales,500M,IPO
Company22,Canada,Fintech,2024-06-12,25320,1604.0,6.33,Finance,1B,Private
Company48,France,Entertainment,2020-02-10,36941,2435.0,6.59,Marketing,5B+,Public
Company36,UK,Social Media,2024-07-24,10636,73.0,0.69,Engineering,500M,Public
Palantir,United States,Fintech,14/11/2024,35889,1952.0,5.44,Operations,,IPO
Airbnb,London,Social Media,2022-10-21,35074,2403.0,6.85,Operations,100M,IPO
Company24,India,Hardware,2022-04-06,18038,185.0,1.03,Marketing,100M,Series A
Company21,India,Software,2020-09-29,17151,837.0,4.88,Operations,5B+,IPO
Company17,France,Hardware,2025-04-03,29400,2285.0,7.77,Design,500M,Series A
Company28,Seattle,Fintech,2023-07-06,17802,314.0,1.76,Sales,1B,Series A
Shopify,US,Fintech,2024-01-14,32941,1956.0,5.94,Design,1B,IPO
Salesforce,Seattle,Cloud,2025-01-25,41159,,,Finance,5B+,Series A
Company44,UK,Social Media,2023-12-16,13028,742.0,5.7,Design,1B,Private
Company30,Canada,Hardware,2021-01-07,24930,1652.0,6.63,Marketing,2B,Private
Company9,USA,Cloud,2022-08-13,24880,570.0,2.29,Design,1B,Private
Company1,USA,Fintech,2020-10-26,23107,499.0,2.16,Operations,500M,IPO
Snowflake,USA,Cloud,2024-01-25,1589,41.0,2.58,Finance,,Series A
Company1,,Entertainment,17/04/2025,34528,3106.0,9.0,Product,Not specified,Series A
Company25,France,Hardware,2024-12-07,32711,889.0,2.72,Product,100M,Public
Company6,,Cloud,2025-08-21,40278,3925.0,9.74,Engineering,1B,Series A
Company11,United States,Software,2021-01-24,36921,2041.0,5.53,Sales,Not specified,Series A
Company43,New York,Fintech,2020-08-26,41218,,,Marketing,100M,Series A
Company18,Germany,Fintech,2025-11-26,19909,707.0,3.55,Product,5B+,Private
Company43,Seattle,Social Media,2025-12-19,34024,459.0,1.35,Engineering,,Public
Company12,France,E-commerce,2023-04-30,35413,426.0,1.2,Engineering,,Private
Company2,France,Automotive,2023-01-09,19458,704.0,3.62,Engineering,2B,IPO
Company42,USA,Automotive,2024-06-24,9043,809.0,8.95,Design,1B,Private
Company29,United States,Social Media,2022-11-28,10628,961.0,9.04,Product,5B+,Public
Company50,India,Cloud,2023-05-28,48895,1456.0,2.98,HR,5B+,Series A
Company43,India,Hardware,2021-11-04,42941,3541.0,8.25,Marketing,,Private
Tesla,Seattle,Entertainment,2025-10-02,27141,2136.0,7.87,Design,100M,IPO
Company5,India,Software,2020-11-25,38371,1108.0,2.89,Design,1B,Public
Company23,Germany,Software,2025-07-28,49781,3400.0,6.83,Sales,1B,IPO
Company5,,Social Media,2022-03-27,45496,2119.0,4.66,HR,500M,Private
Company4,India,Automotive,2020-03-16,4291,,,Design,1B,Public
Company50,,Cloud,2025-11-03,10472,290.0,2.77,Finance,5B+,Private
Company48,France,Automotive,09/12/2025,21598,655.0,3.03,Engineering,500M,Private
Company45,India,E-commerce,2024-07-22,35108,2527.0,7.2,HR,5B+,Public
Company44,Germany,Fintech,2024-05-06,16586,1690.0,10.19,Finance,100M,Private
Twitter,Seattle,Automotive,2022-01-02,47009,1081.0,2.3,Marketing,1B,Public
Company48,United States,E-commerce,09/10/2020,37693,2059.0,5.46,HR,Not specified,IPO
Company39,USA,Fintech,2020-02-24,37948,2441.0,6.43,Engineering,,Private
Company48,San Francisco,Cloud,2021-07-12,17865,600.0,3.36,Product,,Private
Meta,US,Entertainment,2023-05-20,15847,1498.0,9.45,Marketing,1B,Private
Company20,UK,Automotive,2025-03-15,27925,701.0,2.51,Design,2B,IPO
Company23,United States,E-commerce,2024-07-19,4071,365.0,8.97,Design,100M,Private
Amazon,Germany,Fintech,13/10/2022,14435,1195.0,8.28,Design,500M,IPO
Company40,London,Fintech,2021-04-01,37435,586.0,1.57,HR,5B+,Public
Company19,San Francisco,Hardware,2024-08-31,3925,106.0,2.7,Design,1B,Series A
Company38,France,Software,2025-05-04,29457,1756.0,5.96,Engineering,1B,Series A
Company7,,Automotive,2022-05-25,12369,110.0,0.89,Marketing,2B,Series A
Company30,India,E-commerce,2024-01-13,10729,299.0,2.79,Marketing,2B,Private
Company23,San Francisco,E-commerce,2020-10-27,22427,2207.0,9.84,Design,500M,Public
Company30,Seattle,Hardware,2023-05-17,7229,214.0,2.96,Finance,100M,Public
Amazon,,Hardware,2021-05-10,39686,469.0,1.18,Operations,2B,Public
Microsoft,India,Fintech,2024-09-23,49339,4093.0,8.3,Sales,1B,IPO
Company29,,Entertainment,2025-06-03,33370,352.0,1.05,Design,100M,Public
Company37,,Software,2022-04-06,39137,3756.0,9.6,Product,Not specified,Public
DoorDash,UK,Social Media,2021-02-01,3147,55.0,1.75,Product,500M,Public
Company39,San Francisco,E-commerce,2021-02-01,31743,112.0,0.35,Product,,Public
Company5,,Social Media,2024-12-26,2469,75.0,3.04,Engineering,1B,Private
Company17,Seattle,Automotive,2023-05-30,39703,2339.0,5.89,Design,5B+,Public
Stripe,New York,E-commerce,2023-05-17,3921,379.0,9.67,Sales,5B+,IPO
Company38,UK,Social Media,2025-12-22,11550,818.0,7.08,Operations,100M,Private
Company23,San Francisco,Entertainment,2021-07-28,27325,991.0,3.63,Design,1B,Private
Company26,France,Entertainment,2023-11-20,21497,214.0,1.0,Finance,1B,Series A
Microsoft,,E-commerce,2024-11-13,29176,2066.0,7.08,HR,,Public
Palantir,San Francisco,Fintech,2025-06-19,28258,1094.0,3.87,Engineering,,Private
Company24,Seattle,Software,2024-06-18,4742,130.0,2.74,HR,Not specified,Series A
Company12,San Francisco,Fintech,2022-05-04,34293,1190.0,3.47,HR,5B+,Series A
Company30,UK,Hardware,2024-12-06,3400,179.0,5.26,Sales,100M,IPO
Uber,London,Software,2024-08-04,15800,384.0,2.43,Design,500M,Public
Company4,India,E-commerce,2024-07-26,23187,197.0,0.85,Finance,Not specified,IPO
Company36,USA,Cloud,2022-08-09,36436,3184.0,8.74,Product,1B,IPO
Company40,USA,Entertainment,2020-06-19,2935,56.0,1.91,HR,1B,Series A
Company10,San Francisco,Automotive,2024-04-16,39847,3221.0,8.08,Operations,Not specified,Private
Company42,US,Entertainment,2022-08-14,32758,2366.0,7.22,Design,5B+,Private
Company41,United States,E-commerce,2020-09-19,23881,2366.0,9.91,Operations,1B,Public
Company34,Canada,Cloud,2022-01-28,9107,252.0,2.77,Product,,Series A
Company1,,Automotive,2023-08-05,23104,266.0,1.15,Product,2B,IPO
Company4,United States,Entertainment,2022-05-17,18910,329.0,1.74,Product,,IPO
Microsoft,US,Automotive,2025-04-28,24765,,,Operations,500M,Private
Company32,Germany,Fintech,2024-03-31,39065,391.0,1.0,Operations,100M,IPO
Company29,UK,E-commerce,2020-02-12,37230,10.0,0.03,Engineering,Not specified,Private
Company7,US,Hardware,2025-12-30,28897,724.0,2.51,Engineering,500M,Public
Company21,Germany,Software,2021-11-04,25067,2099.0,8.37,Engineering,500M,Public
Company8,India,Automotive,2023-02-21,36051,1261.0,3.5,Sales,Not specified,Private
Company36,UK,Software,12/12/2025,45226,2481.0,5.49,Finance,Not specified,Private
Company22,US,Automotive,2022-06-26,27078,2654.0,9.8,Engineering,2B,Private
Company41,USA,Cloud,2021-09-06,30974,2954.0,9.54,Operations,100M,IPO
Zoom,UK,Fintech,2021-08-24,19676,41.0,0.21,Design,1B,Private
Airbnb,London,Social Media,2020-10-10,23787,,,Finance,500M,Public
Uber,UK,Fintech,2022-05-21,43641,3208.0,7.35,Finance,1B,Series A
Oracle,France,Software,2022-08-19,48861,4868.0,9.96,Design,5B+,IPO
Netflix,United States,E-commerce,2022-05-18,19522,1567.0,8.03,Design,,IPO
Oracle,San Francisco,Entertainment,2020-04-20,1393,72.0,5.17,Marketing,100M,IPO
Company47,France,E-commerce,2020-08-03,27933,2125.0,7.61,HR,5B+,IPO
Nvidia,New York,Cloud,2023-03-13,23139,976.0,4.22,HR,Not specified,Public
Company40,Canada,Fintech,2022-12-08,45348,1851.0,4.08,Marketing,,Series A
Company22,,Software,2020-01-19,8614,951.0,11.04,Engineering,2B,Private
Company35,,Entertainment,2022-06-11,19075,1028.0,5.39,Sales,2B,IPO
Company19,London,E-commerce,2025-02-01,37584,2383.0,6.34,Operations,,IPO
Oracle,Canada,Social Media,2021-02-01,34573,884.0,2.56,Product,5B+,IPO
Company37,USA,Social Media,2020-12-27,39680,2357.0,5.94,Finance,,Public
Company39,New York,Fintech,2021-04-22,30802,1474.0,4.79,Design,100M,Private
Company27,,Social Media,30/06/2024,21239,,,Operations,5B+,Series A
Company16,India,Software,2021-03-20,46693,2145.0,4.59,Marketing,Not specified,Series A
Snowflake,,E-commerce,27/03/2024,11599,832.0,7.17,Marketing,5B+,Private
Company22,USA,Cloud,03/07/2025,21542,1120.0,5.2,Marketing,2B,IPO
Company41,,Software,18/10/2021,29906,570.0,1.91,Sales,Not specified,IPO
Company13,Seattle,Software,2022-09-17,21270,,,Marketing,100M,Public
Company38,Seattle,E-commerce,2022-08-20,32232,865.0,2.68,Marketing,1B,IPO
Company50,New York,Hardware,2022-12-24,4685,60.0,1.28,Finance,100M,IPO
Company17,Germany,Social Media,2020-08-22,39014,,,Marketing,5B+,Private
Twitter,USA,Hardware,2024-06-18,10756,601.0,5.59,Engineering,Not specified,Series A
Company40,United States,Entertainment,2020-01-17,1294,30.0,2.32,Design,,Public
Company1,US,Automotive,2022-08-07,5499,11.0,0.2,Finance,1B,IPO
Company18,India,Cloud,2023-09-05,26255,2171.0,8.27,Operations,500M,IPO
Company15,New York,Cloud,2025-11-07,10862,182.0,1.68,Design,100M,Series A
Company16,India,Entertainment,2023-03-03,11457,957.0,8.35,Product,500M,IPO
Apple,New York,Hardware,2024-06-17,46056,1506.0,3.27,Finance,2B,Public
Company14,Germany,Social Media,2023-08-29,39289,1617.0,4.12,Product,500M,Series A
Company6,Canada,Cloud,2023-07-18,10368,607.0,5.85,HR,5B+,Public
Company16,France,Hardware,2021-06-05,16357,663.0,4.05,HR,1B,Public
Google,,Hardware,2022-06-04,41004,1119.0,2.73,Finance,1B,Series A
Microsoft,Canada,Software,2021-01-01,44847,,,Engineering,Not specified,IPO
Company32,India,Cloud,2023-06-06,23375,1076.0,4.6,Engineering,2B,Series A
Palantir,USA,Cloud,2021-08-10,37023,1495.0,4.04,HR,100M,Private
Company35,New York,Social Media,2021-04-25,26493,1846.0,6.97,Product,,Private
Company27,London,Social Media,2020-12-23,26762,1574.0,5.88,Finance,,Private
Twitter,New York,Hardware,2023-09-22,12408,254.0,2.05,HR,Not specified,Series A
Intel,London,Social Media,2021-04-11,1726,142.0,8.23,Finance,2B,Series A
Company30,London,Fintech,2024-01-01,16058,1565.0,9.75,HR,1B,IPO
Company30,San Francisco,E-commerce,2022-05-20,41634,3707.0,8.9,Sales,100M,Series A
Company17,Seattle,Fintech,2020-03-30,1055,90.0,8.53,Finance,5B+,Series A
Company25,India,E-commerce,2020-04-02,12340,549.0,4.45,Sales,500M,Private
Company1,Canada,Entertainment,2020-08-28,32812,880.0,2.68,Product,Not specified,Public
Microsoft,,Software,2025-06-16,45291,3039.0,6.71,Sales,5B+,Public
Company34,France,E-commerce,2021-07-09,2258,,,Marketing,Not specified,Public
Company2,Germany,Hardware,2020-12-23,29432,1182.0,4.02,Engineering,500M,Private
Company48,USA,Fintech,04/11/2025,45070,2438.0,5.41,Engineering,1B,Series A
Company50,Seattle,Entertainment,2022-05-30,36972,208.0,0.56,Engineering,,Private
Apple,New York,Fintech,2024-01-02,32950,1514.0,4.59,Engineering,Not specified,Private
Shopify,India,Software,2020-07-26,21754,1733.0,7.97,Design,,Private
Google,,Cloud,2023-06-12,36030,1284.0,3.56,Product,100M,IPO
Google,,Automotive,2022-09-14,31201,1521.0,4.87,Marketing,Not specified,Series A
Company8,USA,Automotive,2022-02-09,29730,1491.0,5.02,Finance,2B,IPO
Shopify,Seattle,Software,2020-07-12,36690,848.0,2.31,Product,,Public
Company24,Seattle,Social Media,2022-12-07,12628,1151.0,9.11,Operations,1B,IPO
Company34,London,Hardware,2025-04-27,45542,508.0,1.12,Finance,1B,IPO
Company23,New York,Software,2025-02-12,35543,121.0,0.34,Marketing,1B,Series A
Company49,US,Cloud,2023-06-24,44881,3693.0,8.23,Product,,Public
Company26,US,Automotive,2025-06-28,42815,2658.0,6.21,Operations,100M,Public
Company31,Germany,Fintech,2021-05-09,20954,1267.0,6.05,Marketing,2B,IPO
Company19,India,Entertainment,20/09/2024,7402,711.0,9.61,Engineering,,IPO
Company34,Germany,Fintech,25/04/2024,15294,1418.0,9.27,Operations,500M,Series A
Company18,US,Automotive,2024-09-12,30317,1146.0,3.78,Finance,2B,Public
Company26,Canada,Automotive,2025-07-25,34002,1789.0,5.26,Design,Not specified,Public
Company39,London,Entertainment,2020-03-22,45749,4061.0,8.88,Product,1B,Private
Amazon,United States,Entertainment,2023-02-10,7012,574.0,8.19,HR,,Series A
Company42,UK,Hardware,2023-10-19,10777,402.0,3.73,Engineering,Not specified,Private
Tesla,London,Entertainment,2022-08-16,39230,2811.0,7.17,Operations,2B,Private
Company49,Canada,Hardware,2023-08-17,44148,598.0,1.35,Product,,IPO
Company21,,Cloud,2023-10-16,6452,41.0,0.64,Design,100M,Private
Intel,London,Social Media,2021-04-01,14472,131.0,0.91,Design,100M,IPO
Company16,,E-commerce,2025-07-31,4981,60.0,1.2,Product,5B+,Private
Apple,New York,Cloud,2024-12-28,16762,128.0,0.76,Product,,IPO
Airbnb,Seattle,E-commerce,2023-01-01,12075,878.0,7.27,Engineering,2B,Public
Company42,USA,Software,2021-04-08,46111,1963.0,4.26,Operations,2B,Public
Company2,India,Social Media,2025-06-17,48780,280.0,0.57,Design,500M,Private
Company8,United States,Fintech,2023-06-06,18604,468.0,2.52,Engineering,Not specified,Public
Palantir,,Automotive,2023-10-08,4691,267.0,5.69,Design,5B+,Public
Company39,India,Fintech,2024-08-01,41279,81.0,0.2,Finance,,IPO
Company33,Canada,Social Media,2023-10-07,9265,882.0,9.52,Finance,Not specified,Private
Amazon,,Automotive,2025-12-28,38132,1487.0,3.9,Finance,1B,IPO
Company19,Canada,Cloud,2022-01-09,13211,85.0,0.64,Product,,Series A
Company48,Seattle,E-commerce,2023-05-15,4587,107.0,2.33,Design,1B,Private
Company14,London,E-commerce,2020-09-30,13938,929.0,6.67,Marketing,500M,Private
Company29,,Hardware,2025-08-05,43663,313.0,0.72,Design,2B,Series A
Company21,USA,Automotive,2021-12-31,46638,2313.0,4.96,Sales,2B,Private
Company14,India,Cloud,2022-07-18,17650,655.0,3.71,Finance,1B,IPO
Company20,San Francisco,Entertainment,2025-08-23,29247,891.0,3.05,Operations,500M,Series A
Intel,,E-commerce,2023-09-13,45676,1538.0,3.37,Engineering,,Series A
Shopify,US,Entertainment,2023-01-24,43974,3652.0,8.3,Design,2B,Private
