Company,Location,Industry,Date,Year,Total_Employees,Laid_Off,Layoff_Percentage,Department,Funds_Raised,Stage,Layoff_Intensity_Category,"Company_Size_Category
","Funding_Category
"
Zoom,United States,Social Media,2021-11-11,2021,"30,442",2565,8.43%,HR,100M,IPO,Severe,Large,Early Stage
Meta,United States,Software,2020-05-25,2020,"17,375",652,3.75%,Sales,100M,Private,Low,Medium,Early Stage
Company9,Canada,Automotive,2024-04-22,2024,"39,524",1106,2.80%,Product,5B+,IPO,Low,Large,Mature
Company23,Unknown,Automotive,2022-02-04,2022,"25,232",2558,10.14%,Product,2B,Public,Severe,Large,Late Stage
Company30,United States,E-commerce,2022-06-09,2022,"22,053",1020,4.63%,Design,Not Specified,IPO,Low,Large,Unknown
Company20,Unknown,Software,2024-09-06,2024,"48,310",588,1.22%,Operations,Not Specified,IPO,Low,Large,Unknown
Company26,Canada,Hardware,2021-07-23,2021,"10,166",767,7.54%,Design,5B+,Private,High,Medium,Mature
Company35,United States,Social Media,2022-04-04,2022,"42,535",461,1.08%,Operations,1B,IPO,Low,Large,Late Stage
Company30,Unknown,Automotive,2024-04-02,2024,"11,040",884,8.01%,Engineering,500M,Public,Severe,Medium,Growth Stage
Company50,Germany,E-commerce,2022-12-16,2022,"12,464",161,1.29%,Product,Not specified,IPO,Low,Medium,Unknown
Company9,United States,Automotive,2020-12-03,2020,"28,219",2727,9.66%,Marketing,1B,IPO,Severe,Large,Late Stage
Tesla,Unknown,Fintech,2021-01-25,2021,"24,123",909,3.77%,Design,5B+,IPO,Low,Large,Mature
Amazon,United States,Cloud,2024-03-28,2024,"7,642",92,1.20%,Marketing,Not Specified,Series A,Low,Medium,Unknown
Company20,United Kingdom,Entertainment,2022-06-14,2022,"16,890",175,1.04%,Finance,2B,Series A,Low,Medium,Late Stage
Company2,United States,Software,2020-08-29,2020,"6,480",NA,0.00%,Product,500M,IPO,Low,Medium,Growth Stage
Company49,United Kingdom,Fintech,2021-03-04,2021,"18,158",974,5.36%,Design,1B,Public,Moderate,Medium,Late Stage
Company19,Canada,Entertainment,2021-11-02,2021,"34,012",1415,4.16%,Operations,1B,IPO,Low,Large,Late Stage
Company18,India,Entertainment,2024-01-26,2024,"4,146",NA,0.00%,Design,5B+,Private,Low,Small,Mature
Company16,Unknown,Hardware,2024-11-19,2024,"49,531",2022,4.08%,Operations,100M,Public,Low,Large,Early Stage
Company41,United States,Fintech,2021-03-16,2021,"14,142",379,2.68%,Design,1B,Series A,Low,Medium,Late Stage
Amazon,Unknown,Software,2023-03-25,2023,"14,036",58,0.41%,Design,500M,IPO,Low,Medium,Growth Stage
Company24,Unknown,Software,2025-01-26,2025,"30,299",1171,3.86%,Marketing,500M,Public,Low,Large,Growth Stage
Tesla,India,E-commerce,2025-12-03,2025,"24,636",2292,9.30%,HR,500M,IPO,Severe,Large,Growth Stage
Company29,France,Social Media,2024-07-15,2024,"43,757",574,1.31%,Finance,100M,IPO,Low,Large,Early Stage
Company34,France,Fintech,2022-06-15,2022,"1,102",NA,0.00%,Sales,Not Specified,IPO,Low,Small,Unknown
Company13,United States,Entertainment,2021-02-14,2021,"18,528",1679,9.06%,Finance,Not specified,Private,Severe,Medium,Unknown
Company17,United Kingdom,Entertainment,2024-05-22,2024,"7,085",576,8.13%,Marketing,5B+,Series A,Severe,Medium,Mature
Apple,India,E-commerce,2021-05-03,2021,"45,135",2273,5.04%,Finance,100M,Series A,Moderate,Large,Early Stage
Twitter,United States,Hardware,2021-07-14,2021,"34,706",215,0.62%,Design,100M,Public,Low,Large,Early Stage
Company35,United States,E-commerce,2020-02-04,2020,"46,564",1336,2.87%,Marketing,Not specified,IPO,Low,Large,Unknown
Company3,United Kingdom,Fintech,2023-04-19,2023,"23,854",1158,4.85%,Operations,Not specified,Series A,Low,Large,Unknown
Palantir,United States,Social Media,2023-07-14,2023,"36,851",3685,10.00%,Marketing,Not specified,IPO,Severe,Large,Unknown
Company37,United States,E-commerce,2022-09-15,2022,"15,633",579,3.70%,Product,100M,Series A,Low,Medium,Early Stage
Company46,United States,Cloud,2025-10-26,2025,"37,531",1110,2.96%,Engineering,Not Specified,IPO,Low,Large,Unknown
Company19,United States,Entertainment,2020-11-05,2020,"1,765",14,0.79%,Operations,Not specified,Series A,Low,Small,Unknown
Company2,Unknown,Automotive,2025-11-07,2025,"29,085",94,0.32%,Product,Not Specified,Public,Low,Large,Unknown
Company15,United States,Automotive,2023-09-15,2023,"37,023",3022,8.16%,Marketing,2B,Private,Severe,Large,Late Stage
Company29,United States,Software,2020-07-31,2020,"3,234",222,6.86%,HR,2B,Private,Moderate,Small,Late Stage
Company2,Unknown,Fintech,2021-07-28,2021,"3,580",30,0.84%,Marketing,Not specified,Public,Low,Small,Unknown
Salesforce,United Kingdom,Entertainment,2024-02-15,2024,"18,131",1774,9.78%,Operations,5B+,Public,Severe,Medium,Mature
Company32,France,Entertainment,2025-12-09,2025,"15,683",243,1.55%,Operations,5B+,Private,Low,Medium,Mature
Nvidia,United States,Cloud,2022-03-08,2022,"30,023",935,3.11%,HR,Not Specified,IPO,Low,Large,Unknown
Company6,Unknown,Software,2021-08-18,2021,"20,405",1702,8.34%,Engineering,100M,Private,Severe,Large,Early Stage
Shopify,United Kingdom,Social Media,2023-09-19,2023,"29,914",2805,9.38%,Finance,2B,Series A,Severe,Large,Late Stage
Company38,United States,Cloud,2023-08-20,2023,"25,085",2455,9.79%,Finance,1B,IPO,Severe,Large,Late Stage
Company10,Unknown,Software,2022-05-16,2022,"35,645",1919,5.38%,Design,5B+,Private,Moderate,Large,Mature
Company21,Unknown,Entertainment,2023-04-27,2023,"23,555",NA,0.00%,Engineering,2B,Private,Low,Large,Late Stage
Google,United States,Hardware,2024-05-09,2024,"26,476",NA,0.00%,Engineering,1B,Private,Low,Large,Late Stage
Company26,Unknown,Entertainment,2023-05-14,2023,"46,312",1939,4.19%,Design,Not specified,Public,Low,Large,Unknown
Company12,United States,E-commerce,2025-01-24,2025,"31,482",3182,10.11%,Design,500M,Series A,Severe,Large,Growth Stage
Company5,India,Entertainment,2024-01-05,2024,"26,772",1670,6.24%,Sales,2B,IPO,Moderate,Large,Late Stage
Company42,Unknown,Entertainment,2022-08-01,2022,"9,366",75,0.80%,Engineering,100M,Private,Low,Medium,Early Stage
Company25,United States,Hardware,2021-08-19,2021,"24,430",1389,5.69%,Product,5B+,IPO,Moderate,Large,Mature
Company35,United Kingdom,Entertainment,2022-09-14,2022,"23,727",537,2.26%,Operations,500M,Private,Low,Large,Growth Stage
Company4,United States,Cloud,2021-01-23,2021,"5,008",506,10.10%,Product,Not Specified,IPO,Severe,Medium,Unknown
Company45,United States,Cloud,2024-02-09,2024,"40,218",3225,8.02%,Operations,Not Specified,Public,Severe,Large,Unknown
Company34,India,Software,2022-07-12,2022,"28,601",1650,5.77%,Operations,Not Specified,Series A,Moderate,Large,Unknown
Company29,India,Entertainment,2023-05-28,2023,"42,069",659,1.57%,Engineering,2B,IPO,Low,Large,Late Stage
Company19,United Kingdom,Automotive,2021-07-22,2021,"46,438",94,0.20%,Sales,Not specified,IPO,Low,Large,Unknown
Company47,United Kingdom,Fintech,2021-06-21,2021,"37,343",1880,5.03%,Design,500M,Public,Moderate,Large,Growth Stage
Company2,Unknown,Automotive,2020-03-09,2020,"43,381",3061,7.06%,Marketing,2B,Public,High,Large,Late Stage
Company27,Germany,Hardware,2022-07-24,2022,"47,733",644,1.35%,Design,1B,IPO,Low,Large,Late Stage
Company49,United States,E-commerce,2023-08-13,2023,"32,335",121,0.37%,Sales,5B+,Public,Low,Large,Mature
Company23,United States,Hardware,2025-02-19,2025,"17,167",1712,9.97%,Marketing,1B,Public,Severe,Medium,Late Stage
Company21,Canada,Social Media,2020-03-27,2020,"10,982",313,2.85%,Product,500M,IPO,Low,Medium,Growth Stage
Airbnb,Germany,Cloud,2024-06-07,2024,"26,287",2596,9.88%,HR,Not Specified,Private,Severe,Large,Unknown
Google,United States,Cloud,2023-07-30,2023,"13,416",394,2.94%,Finance,1B,Series A,Low,Medium,Late Stage
Company27,United States,Fintech,2021-08-03,2021,"8,626",787,9.12%,Marketing,Not Specified,Private,Severe,Medium,Unknown
Company12,United States,Hardware,2022-11-06,2022,"6,283",426,6.78%,Product,2B,Private,Moderate,Medium,Late Stage
Company30,United States,Hardware,2021-10-29,2021,"48,951",3133,6.40%,HR,2B,IPO,Moderate,Large,Late Stage
Company21,France,Social Media,2021-01-27,2021,"15,901",1242,7.81%,Marketing,1B,Private,High,Medium,Late Stage
Amazon,United States,Software,2023-07-09,2023,"40,397",455,1.13%,HR,1B,Private,Low,Large,Late Stage
Company3,Unknown,Hardware,2020-07-05,2020,"21,812",1376,6.31%,Sales,Not specified,Series A,Moderate,Large,Unknown
Company21,United States,Entertainment,2020-07-21,2020,"17,119",1064,6.22%,Sales,1B,Public,Moderate,Medium,Late Stage
Company13,Canada,Hardware,2023-09-27,2023,"35,131",1765,5.02%,HR,100M,Series A,Moderate,Large,Early Stage
Company3,Unknown,Automotive,2023-07-24,2023,"28,566",246,0.86%,Operations,1B,Public,Low,Large,Late Stage
Company46,United States,Entertainment,2021-01-04,2021,"4,449",NA,0.00%,Sales,1B,Series A,Low,Small,Late Stage
Company39,United States,Fintech,2025-09-13,2025,"48,752",3780,7.75%,HR,100M,Private,High,Large,Early Stage
Company21,India,Fintech,2025-12-01,2025,"8,035",822,10.23%,Sales,1B,IPO,Severe,Medium,Late Stage
Company10,United Kingdom,Automotive,2024-06-13,2024,"25,949",NA,0.00%,Design,2B,IPO,Low,Large,Late Stage
Stripe,United States,Fintech,2021-11-25,2021,"47,104",3002,6.37%,HR,2B,Series A,Moderate,Large,Late Stage
Company12,United States,E-commerce,2024-12-05,2024,"10,669",1010,9.47%,Engineering,Not Specified,Series A,Severe,Medium,Unknown
DoorDash,Canada,Software,2021-12-18,2021,"41,288",1488,3.60%,Engineering,2B,IPO,Low,Large,Late Stage
Company46,United States,Cloud,2024-12-13,2024,"4,841",282,5.83%,Finance,2B,IPO,Moderate,Small,Late Stage
Company41,Unknown,Hardware,2020-01-02,2020,"46,667",1110,2.38%,Finance,100M,Series A,Low,Large,Early Stage
Company50,United States,Cloud,2025-03-13,2025,"33,019",302,0.91%,Operations,Not Specified,Series A,Low,Large,Unknown
Company28,United States,Entertainment,2023-02-18,2023,"23,030",1288,5.59%,Sales,Not Specified,Series A,Moderate,Large,Unknown
Company37,United States,Cloud,2022-07-06,2022,"15,248",NA,0.00%,Product,100M,Public,Low,Medium,Early Stage
Palantir,United States,Entertainment,2025-02-24,2025,"49,776",NA,0.00%,Operations,1B,IPO,Low,Large,Late Stage
Company30,United States,Social Media,2023-12-16,2023,"33,694",2525,7.49%,Engineering,1B,IPO,High,Large,Late Stage
Zoom,Unknown,Automotive,2020-11-30,2020,"18,573",1208,6.50%,HR,Not Specified,Public,Moderate,Medium,Unknown
Company32,United States,Hardware,2023-10-22,2023,"23,401",2132,9.11%,Finance,500M,IPO,Severe,Large,Growth Stage
Company35,United Kingdom,Cloud,2020-04-18,2020,"42,908",2089,4.87%,Marketing,5B+,Series A,Low,Large,Mature
Company44,United States,Fintech,2024-05-21,2024,"13,396",1239,9.25%,Sales,2B,Public,Severe,Medium,Late Stage
Company8,Canada,Hardware,2025-12-22,2025,"3,003",NA,0.00%,Sales,Not Specified,IPO,Low,Small,Unknown
Company14,United States,Social Media,2020-08-01,2020,"36,902",2195,5.95%,Engineering,100M,IPO,Moderate,Large,Early Stage
Company2,Unknown,E-commerce,2023-12-18,2023,"33,191",1364,4.11%,Product,5B+,Public,Low,Large,Mature
Google,United Kingdom,Cloud,2025-03-29,2025,"7,026",NA,0.00%,Finance,Not specified,Series A,Low,Medium,Unknown
Company7,United States,Software,2020-07-10,2020,"34,746",907,2.61%,Product,2B,IPO,Low,Large,Late Stage
Company18,United States,Entertainment,2023-06-03,2023,"5,694",62,1.09%,Engineering,5B+,Series A,Low,Medium,Mature
Company6,India,Hardware,2021-12-20,2021,"34,525",1810,5.24%,Sales,5B+,Private,Moderate,Large,Mature
Company22,United Kingdom,Hardware,2021-05-05,2021,"1,425",169,11.86%,Product,100M,IPO,Severe,Small,Early Stage
Company34,India,E-commerce,2022-10-11,2022,"23,650",774,3.27%,Engineering,Not specified,IPO,Low,Large,Unknown
Company42,United States,Cloud,2024-02-05,2024,"45,912",1040,2.27%,Product,1B,Series A,Low,Large,Late Stage
Airbnb,Unknown,Automotive,2025-06-16,2025,"35,728",1067,2.99%,Sales,2B,Private,Low,Large,Late Stage
Company42,India,E-commerce,2024-04-26,2024,"48,342",855,1.77%,Sales,1B,Private,Low,Large,Late Stage
Company27,United States,Entertainment,2020-05-19,2020,"38,632",NA,0.00%,Product,Not Specified,Public,Low,Large,Unknown
Nvidia,United Kingdom,Automotive,2024-01-18,2024,"13,822",1074,7.77%,Product,1B,Private,High,Medium,Late Stage
Company41,United States,Automotive,2022-02-07,2022,"8,973",643,7.17%,Engineering,Not Specified,IPO,High,Medium,Unknown
Meta,United States,Cloud,2024-02-24,2024,"36,258",295,0.81%,Engineering,Not Specified,Series A,Low,Large,Unknown
Amazon,Unknown,E-commerce,2021-06-03,2021,"23,908",848,3.55%,Operations,Not specified,Private,Low,Large,Unknown
Company27,United States,E-commerce,2025-03-02,2025,"49,381",3336,6.76%,Finance,100M,Public,Moderate,Large,Early Stage
Company34,Unknown,Social Media,2023-01-06,2023,"41,399",NA,0.00%,Marketing,Not Specified,IPO,Low,Large,Unknown
Microsoft,United States,Entertainment,2024-04-22,2024,"7,590",500,6.59%,Design,Not Specified,Private,Moderate,Medium,Unknown
Shopify,India,Software,2023-03-26,2023,"24,723",84,0.34%,Design,1B,Series A,Low,Large,Late Stage
Company28,Unknown,Automotive,2021-09-15,2021,"17,184",851,4.95%,Finance,500M,Private,Low,Medium,Growth Stage
Twitter,France,Cloud,2025-08-17,2025,"16,090",527,3.28%,Engineering,Not Specified,Public,Low,Medium,Unknown
Company19,India,Hardware,2022-03-28,2022,"6,362",68,1.07%,Operations,Not specified,Public,Low,Medium,Unknown
Company31,United States,Cloud,2020-05-26,2020,"22,269",1164,5.23%,Marketing,500M,Private,Moderate,Large,Growth Stage
Company37,France,Cloud,2024-07-15,2024,"49,575",4089,8.25%,Operations,2B,Public,Severe,Large,Late Stage
Company14,United States,Entertainment,2025-04-30,2025,"19,443",NA,0.00%,Sales,Not specified,IPO,Low,Medium,Unknown
Company22,United States,Automotive,2023-04-30,2023,"42,894",84,0.20%,Finance,1B,IPO,Low,Large,Late Stage
Airbnb,United States,E-commerce,2021-07-04,2021,"15,692",1056,6.73%,Marketing,5B+,Private,Moderate,Medium,Mature
Company2,France,Social Media,2021-08-31,2021,"34,782",879,2.53%,Marketing,2B,Public,Low,Large,Late Stage
Company3,Canada,Social Media,2024-11-29,2024,"5,090",379,7.45%,Design,100M,Public,High,Medium,Early Stage
Company33,United States,E-commerce,2022-10-13,2022,"22,021",1299,5.90%,Sales,500M,Series A,Moderate,Large,Growth Stage
Company32,France,Cloud,2023-04-24,2023,"14,346",639,4.45%,Sales,500M,Private,Low,Medium,Growth Stage
Company36,United Kingdom,Entertainment,2023-04-07,2023,"18,752",1762,9.40%,Product,2B,Private,Severe,Medium,Late Stage
Meta,United Kingdom,Software,2021-08-11,2021,"1,442",77,5.34%,Design,500M,Private,Moderate,Small,Growth Stage
Company12,Germany,Entertainment,2024-06-20,2024,"48,431",99,0.20%,Engineering,Not specified,Series A,Low,Large,Unknown
Company33,Canada,Hardware,2020-07-13,2020,"12,406",873,7.04%,HR,Not specified,Series A,High,Medium,Unknown
Company7,United Kingdom,E-commerce,2020-03-31,2020,"31,431",1459,4.64%,Design,Not specified,Private,Low,Large,Unknown
Uber,Germany,Entertainment,2020-07-21,2020,"37,766",2480,6.57%,Design,1B,Private,Moderate,Large,Late Stage
Uber,India,Social Media,2022-02-08,2022,"34,593",386,1.12%,Product,Not specified,Public,Low,Large,Unknown
Company31,Germany,Cloud,2024-12-04,2024,"42,029",NA,0.00%,Sales,Not Specified,IPO,Low,Large,Unknown
Stripe,United States,Social Media,2021-07-09,2021,"38,279",1016,2.65%,Operations,100M,Series A,Low,Large,Early Stage
Company30,United States,Fintech,2022-07-07,2022,"6,328",621,9.81%,Finance,Not specified,Private,Severe,Medium,Unknown
Company28,Unknown,Fintech,2020-12-08,2020,"23,516",2036,8.66%,HR,5B+,Public,Severe,Large,Mature
Tesla,United Kingdom,E-commerce,2021-05-03,2021,"41,818",1435,3.43%,Sales,Not Specified,Series A,Low,Large,Unknown
Netflix,United States,Automotive,2023-03-30,2023,"26,757",1449,5.42%,Design,Not specified,Public,Moderate,Large,Unknown
Company40,United Kingdom,Automotive,2020-09-27,2020,"45,291",1997,4.41%,Marketing,2B,IPO,Low,Large,Late Stage
Company50,United States,Entertainment,2021-10-12,2021,"27,804",278,1.00%,Marketing,500M,IPO,Low,Large,Growth Stage
Company37,France,Automotive,2022-06-02,2022,"11,967",37,0.31%,Product,2B,Private,Low,Medium,Late Stage
Company50,Unknown,Software,2021-03-30,2021,"36,550",14,0.04%,HR,1B,Private,Low,Large,Late Stage
Company25,Unknown,E-commerce,2025-12-27,2025,"2,373",175,7.37%,Product,2B,IPO,High,Small,Late Stage
Company26,United Kingdom,Automotive,2022-02-25,2022,"3,913",175,4.47%,HR,Not Specified,Public,Low,Small,Unknown
Netflix,France,Software,2024-01-18,2024,"22,159",1735,7.83%,Marketing,Not Specified,IPO,High,Large,Unknown
Company29,France,Cloud,2023-06-02,2023,"3,355",357,10.64%,Sales,1B,IPO,Severe,Small,Late Stage
Company27,India,Automotive,2023-03-05,2023,"36,788",1674,4.55%,Product,500M,Series A,Low,Large,Growth Stage
Nvidia,India,E-commerce,2024-04-22,2024,"30,488",2768,9.08%,Design,5B+,Public,Severe,Large,Mature
Company19,United States,Software,2022-10-28,2022,"4,258",213,5.00%,Operations,Not specified,IPO,Low,Small,Unknown
Company36,United Kingdom,E-commerce,2024-10-23,2024,"8,056",715,8.88%,HR,2B,IPO,Severe,Medium,Late Stage
Company31,United Kingdom,Hardware,2023-12-29,2023,"21,169",1134,5.36%,Marketing,500M,IPO,Moderate,Large,Growth Stage
Company5,Unknown,Entertainment,2025-03-21,2025,"23,495",1309,5.57%,Product,5B+,Public,Moderate,Large,Mature
Company8,Canada,Entertainment,2025-08-10,2025,"28,213",116,0.41%,Design,2B,Public,Low,Large,Late Stage
Company48,Canada,E-commerce,2022-03-18,2022,"6,380",419,6.57%,HR,Not specified,Public,Moderate,Medium,Unknown
Google,United States,Fintech,2023-02-10,2023,"24,461",2412,9.86%,Design,5B+,Series A,Severe,Large,Mature
Company46,United States,Social Media,2022-06-02,2022,"38,049",1599,4.20%,Marketing,500M,IPO,Low,Large,Growth Stage
Salesforce,United States,Hardware,2020-11-06,2020,"49,581",3543,7.15%,Sales,1B,Series A,High,Large,Late Stage
Zoom,India,E-commerce,2022-07-31,2022,"41,225",1364,3.31%,Operations,1B,IPO,Low,Large,Late Stage
Company16,United Kingdom,Hardware,2023-09-20,2023,"7,125",456,6.40%,Operations,2B,Series A,Moderate,Medium,Late Stage
Company33,United States,E-commerce,2020-01-16,2020,"18,613",1138,6.11%,HR,2B,Private,Moderate,Medium,Late Stage
Company43,Germany,Entertainment,2024-07-31,2024,"12,672",332,2.62%,Finance,1B,IPO,Low,Medium,Late Stage
Company25,United States,Entertainment,2024-11-16,2024,"22,662",1235,5.45%,Sales,1B,Private,Moderate,Large,Late Stage
Company33,United States,Entertainment,2023-08-25,2023,"10,819",487,4.50%,Operations,5B+,IPO,Low,Medium,Mature
Company26,United Kingdom,Cloud,2022-08-25,2022,"20,667",455,2.20%,Sales,1B,Private,Low,Large,Late Stage
Company29,United Kingdom,E-commerce,2020-09-07,2020,"20,920",NA,0.00%,Product,500M,Private,Low,Large,Growth Stage
Company29,Unknown,Fintech,2022-04-23,2022,"43,348",3283,7.57%,Marketing,Not Specified,Public,High,Large,Unknown
Company38,United States,Fintech,2021-04-22,2021,"3,423",47,1.37%,Engineering,Not specified,IPO,Low,Small,Unknown
Company1,United States,E-commerce,2021-09-11,2021,"18,467",776,4.20%,Marketing,1B,Private,Low,Medium,Late Stage
Microsoft,India,Cloud,2025-08-05,2025,"36,999",2314,6.25%,Marketing,1B,IPO,Moderate,Large,Late Stage
Company17,India,Cloud,2025-08-08,2025,"32,913",2569,7.81%,Marketing,5B+,Public,High,Large,Mature
Company3,United States,Fintech,2025-04-16,2025,"42,062",2756,6.55%,Marketing,500M,Series A,Moderate,Large,Growth Stage
